tipo_producto,canal,precio,costo,margen,margen_pct,competencia,demanda,tendencia,estacionalidad,score_latente,exito,rating_conexion,comentario,sentiment_score,conexion_score,conexion_alta
servicio,presencial,172.63,81.68,90.95,52.68,4,10,83,media,41.7,1,10,Me identifico con la marca,0.5,84.5,1
digital,web_saas,125.43,83.38,42.05,33.52,6,57,45,media,29.33,0,2,No conecté con este producto,-0.5,9.5,0
servicio,hibrido,242.42,150.63,91.79,37.86,5,52,43,alta,29.58,0,5,No conecté con este producto,-0.5,34.5,0
fisico,super,88.85,42.85,46.0,51.77,7,89,37,media,53.9,1,7,Se siente muy bien usarlo,0.5,61.5,1
fisico,tienda_de_conveniencia,71.18,35.08,36.1,50.72,10,90,58,alta,39.31,0,5,La experiencia no fue lo que esperaba,-0.5,32.5,0
fisico,tienda_de_conveniencia,126.1,69.99,56.11,44.5,4,80,42,alta,41.54,1,8,La experiencia fue muy positiva,0.5,68.5,1
digital,web_saas,185.68,113.09,72.59,39.09,3,22,28,baja,21.22,0,1,No me convence del todo,-0.5,2.5,0
fisico,super,96.25,59.51,36.74,38.17,2,96,69,media,60.15,1,9,Lo volvería a elegir,0.5,75.5,1
fisico,retail,50.75,22.96,27.79,54.76,1,29,81,media,48.98,1,9,La experiencia fue muy positiva,0.5,75.5,1
servicio,hibrido,188.14,84.53,103.61,55.07,2,77,100,baja,45.55,1,10,Se siente muy bien usarlo,0.5,84.5,1
fisico,super,95.44,66.27,29.17,30.56,2,72,37,alta,39.92,0,3,La experiencia no fue lo que esperaba,-0.5,18.5,0
fisico,retail,86.43,58.05,28.38,32.84,2,46,80,media,51.11,1,7,Lo volvería a elegir,0.5,61.5,1
digital,web_saas,122.92,79.51,43.41,35.32,6,55,66,baja,32.93,0,2,La experiencia no fue lo que esperaba,-0.5,9.5,0
digital,app_store,81.38,48.27,33.11,40.69,8,29,92,alta,52.84,1,9,Me identifico con la marca,0.5,73.5,1
digital,web_saas,232.02,138.64,93.38,40.25,3,39,84,media,31.47,0,6,No me convence del todo,-0.5,37.5,0
fisico,ecommerce,74.25,37.93,36.32,48.92,5,45,32,baja,33.94,0,1,No conecté con este producto,-0.5,4.5,0
servicio,hibrido,223.33,105.8,117.53,52.63,3,69,84,alta,46.1,1,7,La experiencia fue muy positiva,0.5,63.5,1
digital,app_store,175.85,104.37,71.48,40.65,8,57,87,baja,40.83,0,2,No me convence del todo,-0.5,9.5,0
servicio,online,234.37,101.16,133.21,56.84,7,76,20,media,26.13,0,3,No conecté con este producto,-0.5,20.5,0
fisico,super,72.32,32.12,40.2,55.59,3,71,50,media,43.56,1,8,Me encanta este producto,0.5,68.5,1
digital,marketplace,94.07,51.37,42.7,45.39,1,50,30,baja,35.57,0,4,Probablemente no lo volvería a usar,0.0,31.0,0
servicio,presencial,217.36,101.73,115.63,53.2,6,44,85,media,42.0,1,9,Me identifico con la marca,0.5,77.5,1
servicio,hibrido,293.86,135.37,158.49,53.93,7,77,50,media,37.17,0,1,Probablemente no lo volvería a usar,0.0,14.0,0
fisico,retail,97.64,57.84,39.8,40.76,2,53,74,baja,47.59,1,10,Lo volvería a elegir,0.5,82.5,1
digital,app_store,147.44,74.36,73.08,49.57,2,98,69,alta,58.59,1,7,Lo volvería a elegir,0.5,59.5,0
servicio,online,218.74,91.85,126.89,58.01,7,72,53,alta,41.57,1,8,Me encanta este producto,0.5,70.5,1
servicio,hibrido,216.14,106.5,109.64,50.73,4,48,82,baja,31.53,0,5,Probablemente no lo volvería a usar,0.0,42.0,0
servicio,hibrido,124.03,63.21,60.82,49.04,4,11,86,baja,36.13,0,1,No me convence del todo,-0.5,6.5,0
digital,marketplace,132.32,78.14,54.18,40.95,7,58,37,media,25.23,0,6,No me sentí identificado,-0.5,37.5,0
servicio,hibrido,136.55,85.48,51.07,37.4,8,84,20,baja,37.6,0,1,La experiencia no fue lo que esperaba,-0.5,6.5,0
fisico,super,46.7,27.01,19.69,42.16,7,10,70,media,35.16,0,2,No conecté con este producto,-0.5,11.5,0
fisico,tienda_de_conveniencia,100.57,59.09,41.48,41.24,3,71,64,alta,39.77,0,1,No conecté con este producto,-0.5,4.5,0
digital,web_saas,193.51,108.91,84.6,43.72,8,66,83,media,38.62,0,4,La experiencia no fue lo que esperaba,-0.5,23.5,0
fisico,ecommerce,77.11,36.31,40.8,52.91,9,73,66,media,46.27,1,10,Me encanta este producto,0.5,82.5,1
fisico,tienda_de_conveniencia,70.08,30.67,39.41,56.24,2,50,80,media,59.1,1,10,La experiencia fue muy positiva,0.5,82.5,1
servicio,online,140.96,97.62,43.34,30.75,6,23,84,alta,39.87,0,1,No me sentí identificado,-0.5,6.5,0
digital,app_store,187.72,110.89,76.83,40.93,4,19,50,alta,19.68,0,4,No me convence del todo,-0.5,23.5,0
fisico,tienda_de_conveniencia,47.18,29.53,17.65,37.41,8,89,66,alta,51.66,1,7,Se siente muy bien usarlo,0.5,61.5,1
digital,marketplace,143.72,67.55,76.17,53.0,10,88,25,baja,40.22,0,1,No conecté con este producto,-0.5,2.5,0
servicio,presencial,245.67,114.93,130.74,53.22,6,76,32,alta,26.47,0,3,La experiencia no fue lo que esperaba,-0.5,20.5,0
digital,app_store,151.56,103.36,48.2,31.8,2,72,56,media,48.37,1,8,Se siente muy bien usarlo,0.5,66.5,1
servicio,online,196.57,89.58,106.99,54.43,5,93,32,media,42.91,1,9,La experiencia fue muy positiva,0.5,77.5,1
servicio,online,269.36,124.54,144.82,53.76,5,49,27,media,15.58,0,2,No me sentí identificado,-0.5,13.5,0
fisico,retail,75.74,30.47,45.27,59.77,7,12,28,media,36.11,0,3,No me sentí identificado,-0.5,18.5,0
digital,app_store,107.61,70.92,36.69,34.1,9,78,71,baja,41.27,0,6,Probablemente no lo volvería a usar,0.0,45.0,0
servicio,presencial,245.12,143.78,101.34,41.34,5,96,100,baja,55.01,1,9,La experiencia fue muy positiva,0.5,77.5,1
digital,app_store,132.71,68.3,64.41,48.53,8,30,44,media,32.06,0,2,No me convence del todo,-0.5,9.5,0
servicio,online,209.34,96.93,112.41,53.7,8,30,79,alta,31.37,0,3,No me sentí identificado,-0.5,20.5,0
digital,web_saas,115.58,76.26,39.32,34.02,8,86,20,alta,40.6,0,6,Probablemente no lo volvería a usar,0.0,45.0,0
digital,web_saas,141.87,83.35,58.52,41.25,9,37,22,alta,21.19,0,4,No conecté con este producto,-0.5,23.5,0
servicio,hibrido,210.19,107.87,102.32,48.68,2,29,29,media,25.0,0,4,La experiencia no fue lo que esperaba,-0.5,27.5,0
servicio,online,284.18,188.62,95.56,33.63,6,14,81,media,15.3,0,5,No me convence del todo,-0.5,34.5,0
servicio,online,259.82,106.46,153.36,59.03,4,61,81,alta,40.77,0,2,No conecté con este producto,-0.5,13.5,0
fisico,retail,47.89,19.31,28.58,59.68,4,30,90,media,55.26,1,10,Se siente muy bien usarlo,0.5,82.5,1
fisico,ecommerce,41.46,24.38,17.08,41.2,4,68,89,alta,59.82,1,9,Me encanta este producto,0.5,75.5,1
digital,marketplace,161.38,65.78,95.6,59.24,8,96,67,media,51.88,1,9,Se siente muy bien usarlo,0.5,73.5,1
digital,web_saas,158.66,64.9,93.76,59.09,2,54,40,media,24.29,0,6,Probablemente no lo volvería a usar,0.0,45.0,0
digital,marketplace,141.87,65.89,75.98,53.56,4,16,35,baja,27.74,0,3,No me convence del todo,-0.5,16.5,0
servicio,presencial,209.58,92.21,117.37,56.0,9,90,77,media,49.48,1,10,Se siente muy bien usarlo,0.5,84.5,1
fisico,retail,68.4,45.17,23.23,33.96,9,50,37,alta,35.46,0,5,No me sentí identificado,-0.5,32.5,0
digital,marketplace,20.0,11.08,8.92,44.6,8,73,35,media,48.32,1,8,Se siente muy bien usarlo,0.5,66.5,1
digital,marketplace,209.77,110.72,99.05,47.22,4,53,58,media,21.24,0,1,La experiencia no fue lo que esperaba,-0.5,2.5,0
digital,app_store,170.21,113.54,56.67,33.29,7,37,61,media,36.2,0,6,No me convence del todo,-0.5,37.5,0
fisico,tienda_de_conveniencia,70.96,41.81,29.15,41.08,4,54,86,baja,57.61,1,10,Se siente muy bien usarlo,0.5,82.5,1
digital,web_saas,126.95,84.07,42.88,33.78,3,14,38,media,24.18,0,4,No me convence del todo,-0.5,23.5,0
fisico,super,47.03,23.56,23.47,49.9,1,18,93,alta,60.84,1,7,Lo volvería a elegir,0.5,61.5,1
servicio,presencial,210.02,98.91,111.11,52.9,1,39,27,baja,28.27,0,5,No conecté con este producto,-0.5,34.5,0
servicio,online,181.47,120.76,60.71,33.45,8,28,76,media,33.67,0,1,No me sentí identificado,-0.5,6.5,0
fisico,super,88.94,38.15,50.79,57.11,3,20,70,media,42.01,1,10,La experiencia fue muy positiva,0.5,82.5,1
servicio,online,100.61,41.33,59.28,58.92,6,83,76,media,43.74,1,9,Lo volvería a elegir,0.5,77.5,1
fisico,super,54.61,28.62,25.99,47.59,2,88,83,media,71.6,1,9,Me encanta este producto,0.5,75.5,1
servicio,online,173.63,90.92,82.71,47.64,4,52,45,alta,32.58,0,1,No conecté con este producto,-0.5,6.5,0
digital,app_store,154.0,107.41,46.59,30.25,3,74,72,baja,43.89,1,9,Me encanta este producto,0.5,73.5,1
servicio,online,290.98,159.55,131.43,45.17,9,84,47,media,18.08,0,6,No me sentí identificado,-0.5,41.5,0
fisico,ecommerce,106.43,60.13,46.3,43.5,7,21,31,alta,32.64,0,4,Probablemente no lo volvería a usar,0.0,33.0,0
digital,marketplace,145.25,69.91,75.34,51.87,5,60,88,media,40.59,0,5,No conecté con este producto,-0.5,30.5,0
digital,app_store,189.97,120.39,69.58,36.63,3,52,80,media,39.05,0,6,No conecté con este producto,-0.5,37.5,0
fisico,ecommerce,117.58,52.19,65.39,55.61,6,92,72,media,49.12,1,7,Lo volvería a elegir,0.5,61.5,1
servicio,presencial,287.55,166.64,120.91,42.05,1,74,32,baja,21.4,0,1,No conecté con este producto,-0.5,6.5,0
servicio,hibrido,311.63,148.78,162.85,52.26,4,82,30,media,23.56,0,6,No conecté con este producto,-0.5,41.5,0
fisico,retail,66.6,43.51,23.09,34.67,5,88,59,alta,51.8,1,10,Me identifico con la marca,0.5,82.5,1
fisico,super,59.07,29.59,29.48,49.91,1,64,21,baja,52.92,1,10,Lo volvería a elegir,0.5,82.5,1
servicio,hibrido,251.57,105.27,146.3,58.15,4,81,20,media,25.95,0,1,No me convence del todo,-0.5,6.5,0
fisico,super,71.18,41.7,29.48,41.42,9,77,42,baja,42.21,1,9,Lo volvería a elegir,0.5,75.5,1
digital,app_store,125.84,67.51,58.33,46.35,5,58,92,baja,49.02,1,8,Me identifico con la marca,0.5,66.5,1
digital,web_saas,129.62,76.54,53.08,40.95,2,98,51,baja,56.11,1,9,Se siente muy bien usarlo,0.5,73.5,1
digital,web_saas,129.52,77.61,51.91,40.08,1,18,99,baja,50.64,1,7,La experiencia fue muy positiva,0.5,59.5,0
digital,app_store,182.84,99.55,83.29,45.55,4,69,45,media,27.95,0,1,Probablemente no lo volvería a usar,0.0,10.0,0
fisico,retail,93.03,58.41,34.62,37.21,1,12,86,media,47.7,1,9,Lo volvería a elegir,0.5,75.5,1
digital,web_saas,217.45,116.38,101.07,46.48,4,25,62,media,24.3,0,1,La experiencia no fue lo que esperaba,-0.5,2.5,0
fisico,retail,92.94,59.13,33.81,36.38,2,28,27,baja,33.06,0,1,Probablemente no lo volvería a usar,0.0,12.0,0
servicio,presencial,293.28,118.48,174.8,59.6,2,45,61,media,29.98,0,3,La experiencia no fue lo que esperaba,-0.5,20.5,0
digital,marketplace,120.4,62.08,58.32,48.44,9,68,21,media,30.89,0,1,No me convence del todo,-0.5,2.5,0
fisico,retail,82.02,33.23,48.79,59.49,5,31,70,baja,46.95,1,10,Lo volvería a elegir,0.5,82.5,1
servicio,online,178.34,119.19,59.15,33.17,6,11,88,alta,41.72,1,7,Me encanta este producto,0.5,63.5,1
servicio,online,177.32,94.99,82.33,46.43,5,90,90,media,43.62,1,8,La experiencia fue muy positiva,0.5,70.5,1
servicio,presencial,154.54,83.97,70.57,45.66,4,53,29,media,33.21,0,6,No conecté con este producto,-0.5,41.5,0
digital,marketplace,195.68,107.02,88.66,45.31,3,23,47,baja,21.28,0,5,La experiencia no fue lo que esperaba,-0.5,30.5,0
fisico,super,114.85,65.81,49.04,42.7,4,60,88,media,55.27,1,7,La experiencia fue muy positiva,0.5,61.5,1
digital,web_saas,108.19,74.97,33.22,30.71,3,12,66,media,36.85,0,5,Probablemente no lo volvería a usar,0.0,38.0,0
fisico,super,101.79,49.61,52.18,51.26,2,63,71,alta,56.56,1,9,Lo volvería a elegir,0.5,75.5,1
fisico,tienda_de_conveniencia,37.23,17.7,19.53,52.46,4,28,89,media,51.89,1,9,Me encanta este producto,0.5,75.5,1
digital,marketplace,193.54,80.73,112.81,58.29,7,71,54,alta,39.77,0,6,Probablemente no lo volvería a usar,0.0,45.0,0
servicio,presencial,196.85,92.57,104.28,52.97,1,59,44,alta,42.93,1,9,Me encanta este producto,0.5,77.5,1
digital,marketplace,184.02,95.9,88.12,47.89,4,72,41,alta,37.88,0,5,La experiencia no fue lo que esperaba,-0.5,30.5,0
servicio,hibrido,263.17,142.19,120.98,45.97,4,34,36,baja,18.58,0,1,No me sentí identificado,-0.5,6.5,0
servicio,online,253.04,160.52,92.52,36.56,9,79,93,media,36.18,0,1,No me sentí identificado,-0.5,6.5,0
fisico,super,107.55,62.89,44.66,41.52,3,98,39,media,49.07,1,8,La experiencia fue muy positiva,0.5,68.5,1
servicio,hibrido,170.8,116.75,54.05,31.65,4,29,64,media,30.93,0,2,No me convence del todo,-0.5,13.5,0
servicio,presencial,244.34,161.5,82.84,33.9,6,31,74,alta,21.11,0,1,No me convence del todo,-0.5,6.5,0
servicio,presencial,154.08,95.42,58.66,38.07,10,47,20,media,19.54,0,3,No me sentí identificado,-0.5,20.5,0
servicio,online,182.65,117.44,65.21,35.7,1,48,70,media,40.03,0,2,No me sentí identificado,-0.5,13.5,0
digital,marketplace,84.89,56.29,28.6,33.69,7,46,41,media,34.66,0,4,La experiencia no fue lo que esperaba,-0.5,23.5,0
servicio,presencial,205.93,85.75,120.18,58.36,8,10,75,alta,25.28,0,5,La experiencia no fue lo que esperaba,-0.5,34.5,0
servicio,online,222.54,145.1,77.44,34.8,1,78,39,media,40.05,0,6,Probablemente no lo volvería a usar,0.0,49.0,0
digital,web_saas,189.76,77.89,111.87,58.95,7,26,41,media,19.19,0,4,No me convence del todo,-0.5,23.5,0
servicio,hibrido,127.88,62.84,65.04,50.86,3,79,90,alta,66.37,1,8,Se siente muy bien usarlo,0.5,70.5,1
servicio,online,194.99,81.82,113.17,58.04,7,59,84,alta,31.46,0,6,La experiencia no fue lo que esperaba,-0.5,41.5,0
servicio,online,294.34,130.99,163.35,55.5,10,90,49,media,22.88,0,4,No conecté con este producto,-0.5,27.5,0
digital,marketplace,212.48,90.82,121.66,57.26,5,18,32,alta,20.9,0,1,No me convence del todo,-0.5,2.5,0
fisico,super,63.3,28.79,34.51,54.52,10,43,87,media,49.21,1,10,Se siente muy bien usarlo,0.5,82.5,1
fisico,super,83.26,33.67,49.59,59.56,6,48,58,baja,41.64,1,7,Se siente muy bien usarlo,0.5,61.5,1
digital,marketplace,166.93,102.01,64.92,38.89,4,43,96,media,44.38,1,9,La experiencia fue muy positiva,0.5,73.5,1
fisico,retail,85.62,53.83,31.79,37.13,5,88,49,media,57.43,1,8,Lo volvería a elegir,0.5,68.5,1
fisico,tienda_de_conveniencia,22.46,9.54,12.92,57.52,9,41,92,baja,53.92,1,8,Se siente muy bien usarlo,0.5,68.5,1
digital,web_saas,207.32,121.57,85.75,41.36,7,76,43,alta,35.08,0,4,No conecté con este producto,-0.5,23.5,0
digital,app_store,130.08,89.7,40.38,31.04,6,55,65,media,43.71,1,7,Me identifico con la marca,0.5,59.5,0
fisico,super,66.17,37.18,28.99,43.81,10,17,55,alta,33.42,0,4,No conecté con este producto,-0.5,25.5,0
fisico,tienda_de_conveniencia,76.91,34.48,42.43,55.17,1,48,73,media,64.54,1,9,Me identifico con la marca,0.5,75.5,1
servicio,presencial,201.94,98.49,103.45,51.23,5,21,39,baja,17.25,0,5,No conecté con este producto,-0.5,34.5,0
fisico,tienda_de_conveniencia,68.73,43.68,25.05,36.45,1,99,87,media,75.45,1,8,Se siente muy bien usarlo,0.5,68.5,1
servicio,online,223.64,135.06,88.58,39.61,6,40,62,media,35.22,0,1,Probablemente no lo volvería a usar,0.0,14.0,0
fisico,super,43.79,21.42,22.37,51.08,9,69,50,media,42.82,1,7,La experiencia fue muy positiva,0.5,61.5,1
servicio,hibrido,164.07,70.71,93.36,56.9,1,29,43,media,41.75,1,7,La experiencia fue muy positiva,0.5,63.5,1
fisico,retail,99.73,66.31,33.42,33.51,10,26,87,media,35.29,0,2,No conecté con este producto,-0.5,11.5,0
digital,marketplace,156.99,64.47,92.52,58.93,7,87,85,alta,49.73,1,7,Me identifico con la marca,0.5,59.5,0
digital,marketplace,157.13,107.18,49.95,31.79,10,27,49,baja,24.15,0,1,No me sentí identificado,-0.5,2.5,0
fisico,tienda_de_conveniencia,118.56,74.15,44.41,37.46,7,89,94,media,57.07,1,8,La experiencia fue muy positiva,0.5,68.5,1
fisico,tienda_de_conveniencia,89.73,62.23,27.5,30.65,5,71,22,alta,32.39,0,5,No conecté con este producto,-0.5,32.5,0
servicio,presencial,208.92,87.43,121.49,58.15,9,80,56,alta,36.78,0,4,Probablemente no lo volvería a usar,0.0,35.0,0
servicio,hibrido,211.59,140.3,71.29,33.69,3,19,23,alta,24.23,0,5,Probablemente no lo volvería a usar,0.0,42.0,0
servicio,presencial,271.77,119.93,151.84,55.87,3,51,72,alta,35.47,0,1,Probablemente no lo volvería a usar,0.0,14.0,0
fisico,retail,65.48,43.26,22.22,33.93,5,53,64,media,52.87,1,9,La experiencia fue muy positiva,0.5,75.5,1
fisico,ecommerce,106.3,49.08,57.22,53.83,8,100,78,alta,55.87,1,7,Me identifico con la marca,0.5,61.5,1
digital,marketplace,156.71,82.3,74.41,47.48,7,67,37,alta,34.79,0,4,No conecté con este producto,-0.5,23.5,0
fisico,super,80.21,37.88,42.33,52.77,5,69,95,baja,57.8,1,10,Me encanta este producto,0.5,82.5,1
digital,app_store,171.13,74.0,97.13,56.76,4,33,36,alta,23.05,0,5,Probablemente no lo volvería a usar,0.0,38.0,0
digital,app_store,114.47,48.85,65.62,57.33,7,60,21,media,36.33,0,2,No me sentí identificado,-0.5,9.5,0
digital,marketplace,204.6,111.29,93.31,45.61,8,62,25,media,18.52,0,4,No conecté con este producto,-0.5,23.5,0
servicio,online,156.74,78.59,78.15,49.86,3,41,72,media,40.85,0,2,La experiencia no fue lo que esperaba,-0.5,13.5,0
digital,web_saas,129.42,86.26,43.16,33.35,4,99,99,media,57.12,1,10,Me encanta este producto,0.5,80.5,1
servicio,presencial,179.73,112.59,67.14,37.36,7,92,88,media,49.8,1,10,La experiencia fue muy positiva,0.5,84.5,1
fisico,retail,81.37,36.64,44.73,54.97,6,85,61,alta,46.61,1,8,La experiencia fue muy positiva,0.5,68.5,1
servicio,online,171.61,102.41,69.2,40.32,6,87,56,baja,43.24,1,10,Se siente muy bien usarlo,0.5,84.5,1
digital,marketplace,136.5,68.49,68.01,49.82,5,84,49,media,43.12,1,8,Me encanta este producto,0.5,66.5,1
digital,app_store,147.66,86.22,61.44,41.61,8,50,68,alta,40.8,0,1,Probablemente no lo volvería a usar,0.0,10.0,0
servicio,online,201.5,85.47,116.03,57.58,3,91,63,baja,42.29,1,10,Me identifico con la marca,0.5,84.5,1
digital,marketplace,187.82,117.23,70.59,37.58,5,62,63,alta,31.02,0,6,Probablemente no lo volvería a usar,0.0,45.0,0
servicio,online,221.61,136.51,85.1,38.4,9,61,92,media,30.54,0,2,No conecté con este producto,-0.5,13.5,0
digital,web_saas,105.67,68.65,37.02,35.03,7,35,54,alta,25.31,0,5,La experiencia no fue lo que esperaba,-0.5,30.5,0
servicio,online,207.94,95.82,112.12,53.92,8,25,80,media,27.05,0,6,Probablemente no lo volvería a usar,0.0,49.0,0
servicio,presencial,216.09,112.69,103.4,47.85,1,74,26,alta,30.79,0,1,Probablemente no lo volvería a usar,0.0,14.0,0
servicio,presencial,213.52,148.48,65.04,30.46,6,31,91,alta,36.9,0,5,No me sentí identificado,-0.5,34.5,0
fisico,super,106.12,64.57,41.55,39.15,8,77,79,alta,45.4,1,8,Se siente muy bien usarlo,0.5,68.5,1
servicio,online,217.08,124.68,92.4,42.56,3,87,20,alta,39.11,0,3,La experiencia no fue lo que esperaba,-0.5,20.5,0
servicio,hibrido,102.18,49.53,52.65,51.53,1,93,69,baja,68.57,1,9,La experiencia fue muy positiva,0.5,77.5,1
fisico,ecommerce,65.36,31.95,33.41,51.12,6,80,88,media,63.94,1,10,Me encanta este producto,0.5,82.5,1
fisico,ecommerce,85.58,57.74,27.84,32.53,2,67,58,baja,48.27,1,8,Me identifico con la marca,0.5,68.5,1
servicio,presencial,314.11,182.45,131.66,41.92,6,70,56,baja,16.4,0,2,Probablemente no lo volvería a usar,0.0,21.0,0
fisico,tienda_de_conveniencia,56.27,32.65,23.62,41.98,7,48,57,baja,50.53,1,10,Se siente muy bien usarlo,0.5,82.5,1
digital,app_store,194.63,113.01,81.62,41.94,5,15,33,media,17.94,0,1,La experiencia no fue lo que esperaba,-0.5,2.5,0
servicio,hibrido,226.87,156.08,70.79,31.2,10,18,39,baja,9.6,0,4,Probablemente no lo volvería a usar,0.0,35.0,0
fisico,super,84.3,47.75,36.55,43.36,2,69,42,media,47.96,1,10,Lo volvería a elegir,0.5,82.5,1
fisico,retail,106.06,49.12,56.94,53.69,4,66,53,alta,58.42,1,7,Se siente muy bien usarlo,0.5,61.5,1
servicio,online,162.65,94.34,68.31,42.0,6,77,46,baja,45.76,1,9,Me identifico con la marca,0.5,77.5,1
servicio,hibrido,207.75,113.87,93.88,45.19,7,94,50,media,32.89,0,3,No conecté con este producto,-0.5,20.5,0
fisico,tienda_de_conveniencia,129.96,75.25,54.71,42.1,3,59,34,media,26.23,0,5,No conecté con este producto,-0.5,32.5,0
fisico,super,83.27,56.75,26.52,31.85,4,63,34,media,39.43,0,4,No me convence del todo,-0.5,25.5,0
servicio,hibrido,202.45,129.39,73.06,36.09,5,68,87,media,38.65,0,5,No me sentí identificado,-0.5,34.5,0
servicio,presencial,173.64,103.38,70.26,40.46,2,81,33,media,47.72,1,9,La experiencia fue muy positiva,0.5,77.5,1
fisico,ecommerce,60.21,35.74,24.47,40.64,7,71,97,media,58.94,1,10,La experiencia fue muy positiva,0.5,82.5,1
digital,marketplace,98.79,68.82,29.97,30.34,7,43,59,media,33.19,0,1,No me convence del todo,-0.5,2.5,0
fisico,retail,101.53,57.8,43.73,43.07,4,23,23,alta,28.13,0,3,La experiencia no fue lo que esperaba,-0.5,18.5,0
servicio,presencial,117.24,48.04,69.2,59.02,9,76,48,baja,44.81,1,10,Me encanta este producto,0.5,84.5,1
digital,app_store,238.94,108.02,130.92,54.79,5,81,99,baja,44.03,1,9,La experiencia fue muy positiva,0.5,73.5,1
digital,web_saas,160.46,66.24,94.22,58.72,5,65,63,media,41.08,0,2,No conecté con este producto,-0.5,9.5,0
fisico,tienda_de_conveniencia,93.54,64.05,29.49,31.53,3,75,42,media,45.4,1,7,La experiencia fue muy positiva,0.5,61.5,1
servicio,online,272.27,155.54,116.73,42.87,10,83,64,baja,20.99,0,1,No me sentí identificado,-0.5,6.5,0
digital,app_store,134.0,71.88,62.12,46.36,1,97,63,baja,54.15,1,9,La experiencia fue muy positiva,0.5,73.5,1
fisico,tienda_de_conveniencia,98.54,65.44,33.1,33.59,5,18,51,media,39.08,0,6,No me convence del todo,-0.5,39.5,0
servicio,presencial,292.66,131.02,161.64,55.23,3,51,49,alta,26.89,0,6,No conecté con este producto,-0.5,41.5,0
servicio,hibrido,354.08,225.34,128.74,36.36,6,47,89,media,18.68,0,1,No me sentí identificado,-0.5,6.5,0
servicio,hibrido,318.04,166.56,151.48,47.63,5,27,60,alta,19.49,0,1,La experiencia no fue lo que esperaba,-0.5,6.5,0
fisico,retail,80.59,44.04,36.55,45.35,7,86,71,alta,52.23,1,9,Se siente muy bien usarlo,0.5,75.5,1
servicio,online,259.45,121.2,138.25,53.29,2,54,20,alta,22.39,0,1,No conecté con este producto,-0.5,6.5,0
digital,marketplace,155.94,75.93,80.01,51.31,6,63,67,baja,35.0,0,5,La experiencia no fue lo que esperaba,-0.5,30.5,0
fisico,retail,60.81,33.78,27.03,44.45,8,72,63,alta,53.67,1,10,La experiencia fue muy positiva,0.5,82.5,1
fisico,super,108.23,56.46,51.77,47.83,5,15,100,alta,44.49,1,10,Me identifico con la marca,0.5,82.5,1
fisico,ecommerce,107.88,58.18,49.7,46.07,1,29,83,baja,36.95,0,6,No me sentí identificado,-0.5,39.5,0
fisico,super,68.54,47.4,21.14,30.84,4,21,48,media,27.84,0,4,No me convence del todo,-0.5,25.5,0
servicio,online,236.8,121.08,115.72,48.87,1,82,26,alta,33.74,0,5,No me convence del todo,-0.5,34.5,0
fisico,retail,48.44,25.02,23.42,48.35,9,44,88,alta,57.31,1,10,Se siente muy bien usarlo,0.5,82.5,1
digital,marketplace,129.83,56.41,73.42,56.55,5,73,80,alta,56.3,1,8,La experiencia fue muy positiva,0.5,66.5,1
digital,marketplace,162.57,109.42,53.15,32.69,5,51,54,alta,24.14,0,5,La experiencia no fue lo que esperaba,-0.5,30.5,0
digital,app_store,155.71,84.72,70.99,45.59,6,77,26,media,34.98,0,5,La experiencia no fue lo que esperaba,-0.5,30.5,0
digital,app_store,185.15,119.68,65.47,35.36,4,97,91,baja,52.07,1,7,Me identifico con la marca,0.5,59.5,0
digital,web_saas,182.5,105.83,76.67,42.01,6,50,34,media,18.53,0,5,La experiencia no fue lo que esperaba,-0.5,30.5,0
fisico,tienda_de_conveniencia,109.78,44.54,65.24,59.43,9,30,48,media,26.53,0,2,La experiencia no fue lo que esperaba,-0.5,11.5,0
servicio,online,176.18,101.75,74.43,42.25,1,61,22,media,32.98,0,2,No conecté con este producto,-0.5,13.5,0
digital,marketplace,142.77,85.94,56.83,39.81,8,40,59,media,30.99,0,5,No me sentí identificado,-0.5,30.5,0
servicio,online,230.83,143.52,87.31,37.82,6,76,88,alta,42.05,1,9,La experiencia fue muy positiva,0.5,77.5,1
digital,app_store,142.69,74.6,68.09,47.72,9,31,79,media,30.51,0,3,No me sentí identificado,-0.5,16.5,0
digital,app_store,125.77,61.47,64.3,51.13,8,45,59,alta,35.79,0,2,Probablemente no lo volvería a usar,0.0,17.0,0
digital,marketplace,69.8,47.07,22.73,32.56,8,51,96,media,48.25,1,7,Lo volvería a elegir,0.5,59.5,0
servicio,online,219.59,148.3,71.29,32.47,10,41,35,baja,28.33,0,4,La experiencia no fue lo que esperaba,-0.5,27.5,0
fisico,tienda_de_conveniencia,75.39,30.94,44.45,58.96,9,74,77,media,53.49,1,9,La experiencia fue muy positiva,0.5,75.5,1
digital,marketplace,150.0,96.62,53.38,35.59,3,48,96,alta,47.57,1,7,Me identifico con la marca,0.5,59.5,0
fisico,ecommerce,52.84,30.1,22.74,43.04,10,96,28,media,38.64,0,6,Probablemente no lo volvería a usar,0.0,47.0,0
digital,marketplace,131.65,63.17,68.48,52.02,10,38,46,media,24.42,0,3,La experiencia no fue lo que esperaba,-0.5,16.5,0
fisico,ecommerce,82.96,50.21,32.75,39.48,10,98,38,media,49.82,1,9,Me encanta este producto,0.5,75.5,1
fisico,tienda_de_conveniencia,56.41,30.33,26.08,46.23,6,42,92,media,51.75,1,9,Me encanta este producto,0.5,75.5,1
