marca,categoria,canal,precio,costo,margen,margen_pct,competencia,demanda,tendencia,estacionalidad,rating_conexion,comentario,sentiment_score,conexion_score,conexion_alta,score_latente,exito
FitMorning,cereal,retail,75.37,39.96,35.41,46.98,7,69,70,baja,5,Nada extraordinario,0,40.0,0,0.1,0
CrunchMax,cereal,marketplace,68.31,37.43,30.88,45.21,6,80,64,media,8,Me gusta mucho esta marca,1,76.0,1,28.36,1
KidsStar,cereal,marketplace,103.17,61.92,41.25,39.98,9,62,65,media,7,"Está bien, cumple",0,54.0,0,-8.81,0
GoldenGrain,cereal,retail,79.6,37.54,42.06,52.84,5,88,58,alta,8,Se siente de buena calidad,1,76.0,1,30.34,1
KidsStar,cereal,retail,35.83,19.92,15.91,44.4,7,99,63,media,9,Me identifico con esta marca,1,83.0,1,32.07,1
VitalMix,cereal,retail,120.03,73.87,46.16,38.46,4,56,36,media,5,Solo lo compraría en promoción,0,40.0,0,14.71,1
VitalMix,cereal,retail,115.44,78.8,36.64,31.74,7,67,59,alta,7,Solo lo compraría en promoción,0,54.0,0,11.79,1
ChocoBoom,cereal,retail,72.09,32.59,39.5,54.79,4,73,84,alta,7,Es un cereal promedio,0,54.0,0,40.59,1
GoldenGrain,cereal,retail,120.46,63.8,56.66,47.04,9,71,67,media,4,No me gustó el sabor,-1,18.0,0,-13.35,0
CerealNova,cereal,retail,72.15,40.62,31.53,43.7,7,77,49,media,7,Nada extraordinario,0,54.0,0,1.72,0
CerealNova,cereal,marketplace,83.45,42.6,40.85,48.95,7,89,63,media,7,Es un cereal promedio,0,54.0,0,8.53,0
VitalMix,cereal,retail,122.16,65.11,57.05,46.7,8,54,82,alta,6,Podría mejorar,0,47.0,0,8.34,0
KidsStar,cereal,retail,73.08,39.9,33.18,45.4,8,65,70,baja,9,Excelente relación calidad-precio,1,83.0,1,13.24,1
CrunchMax,cereal,marketplace,90.95,44.1,46.85,51.51,10,55,50,media,5,Es un cereal promedio,0,40.0,0,-8.04,0
CornCrisp,cereal,marketplace,77.14,37.12,40.02,51.88,8,75,67,baja,6,"Está bien, cumple",0,47.0,0,-8.61,0
VitalMix,cereal,marketplace,93.33,58.93,34.4,36.86,10,71,51,media,7,Solo lo compraría en promoción,0,54.0,0,-9.8,0
ChocoBoom,cereal,marketplace,97.84,58.97,38.87,39.73,6,91,72,media,5,Nada extraordinario,0,40.0,0,22.29,1
ChocoBoom,cereal,retail,73.91,47.55,26.36,35.66,9,76,36,media,7,Es un cereal promedio,0,54.0,0,-8.61,0
FiberPlus,cereal,retail,98.78,61.41,37.37,37.83,6,66,72,media,5,Nada extraordinario,0,40.0,0,5.0,0
KidsStar,cereal,retail,112.2,65.76,46.44,41.39,8,73,65,alta,8,Me identifico con esta marca,1,76.0,1,1.65,0
VitalMix,cereal,retail,99.77,62.25,37.52,37.61,8,76,91,media,8,Me encanta el sabor y la textura,1,76.0,1,30.25,1
CornCrisp,cereal,retail,86.93,44.94,41.99,48.3,7,74,57,alta,6,Nada extraordinario,0,47.0,0,20.68,1
CrunchMax,cereal,marketplace,76.89,44.39,32.5,42.27,8,79,70,media,7,Podría mejorar,0,54.0,0,-2.96,0
GoldenGrain,cereal,retail,115.03,52.22,62.81,54.6,8,52,50,media,5,Nada extraordinario,0,40.0,0,-7.81,0
ChocoBoom,cereal,retail,71.83,33.89,37.94,52.82,7,68,75,media,7,Nada extraordinario,0,54.0,0,26.45,1
HoneyOats,cereal,marketplace,76.35,54.87,21.48,28.13,9,60,40,media,8,Me gusta mucho esta marca,1,76.0,1,-5.44,0
FitMorning,cereal,retail,119.9,71.94,47.96,40.0,7,50,72,media,6,Es un cereal promedio,0,47.0,0,4.96,0
VitalMix,cereal,retail,110.26,68.27,41.99,38.08,8,71,56,alta,8,Me gusta mucho esta marca,1,76.0,1,17.68,1
ChocoBoom,cereal,marketplace,129.91,79.36,50.55,38.91,5,46,60,baja,7,Podría mejorar,0,54.0,0,12.78,1
HoneyOats,cereal,retail,79.9,55.17,24.73,30.95,7,74,56,media,5,Solo lo compraría en promoción,0,40.0,0,-0.01,0
ChocoBoom,cereal,marketplace,113.44,69.24,44.2,38.96,4,81,84,alta,7,"Está bien, cumple",0,54.0,0,39.39,1
HoneyOats,cereal,retail,80.76,43.06,37.7,46.68,6,100,60,alta,7,Es un cereal promedio,0,54.0,0,26.48,1
HoneyOats,cereal,marketplace,79.5,46.76,32.74,41.18,7,61,63,baja,7,"Está bien, cumple",0,54.0,0,4.63,0
FiberPlus,cereal,retail,78.56,53.77,24.79,31.56,9,86,61,alta,3,No me convence el producto,-1,11.0,0,-0.32,0
FitMorning,cereal,marketplace,87.83,46.37,41.46,47.2,5,76,80,alta,6,Nada extraordinario,0,47.0,0,33.42,1
CornCrisp,cereal,marketplace,118.48,72.36,46.12,38.93,7,58,68,baja,7,Es un cereal promedio,0,54.0,0,10.99,1
HoneyOats,cereal,retail,107.31,69.02,38.29,35.68,5,60,73,media,6,Podría mejorar,0,47.0,0,11.26,1
HoneyOats,cereal,retail,70.75,39.4,31.35,44.31,8,54,67,media,8,Excelente relación calidad-precio,1,76.0,1,15.15,1
CerealNova,cereal,retail,88.31,54.37,33.94,38.43,8,66,35,media,4,No me gustó el sabor,-1,18.0,0,-9.84,0
CerealNova,cereal,retail,71.05,32.2,38.85,54.68,8,58,47,baja,7,Nada extraordinario,0,54.0,0,-8.8,0
FiberPlus,cereal,marketplace,135.37,72.57,62.8,46.39,5,48,58,baja,7,Podría mejorar,0,54.0,0,8.51,0
CrunchMax,cereal,retail,70.29,44.04,26.25,37.35,3,72,47,media,7,"Está bien, cumple",0,54.0,0,34.87,1
HoneyOats,cereal,retail,99.02,61.38,37.64,38.01,8,54,59,baja,6,Nada extraordinario,0,47.0,0,-10.34,0
GoldenGrain,cereal,marketplace,108.4,75.55,32.85,30.3,7,53,69,media,7,Podría mejorar,0,54.0,0,11.06,1
GoldenGrain,cereal,marketplace,124.47,85.68,38.79,31.16,8,68,59,baja,5,Solo lo compraría en promoción,0,40.0,0,-9.94,0
GoldenGrain,cereal,retail,101.37,53.66,47.71,47.07,9,71,64,media,5,Nada extraordinario,0,40.0,0,-8.05,0
FitMorning,cereal,retail,138.18,68.75,69.43,50.25,6,56,77,media,6,Podría mejorar,0,47.0,0,20.93,1
HoneyOats,cereal,marketplace,35.0,24.87,10.13,28.94,7,82,67,alta,7,Solo lo compraría en promoción,0,54.0,0,14.07,1
FiberPlus,cereal,retail,91.37,57.42,33.95,37.16,5,73,50,media,6,Solo lo compraría en promoción,0,47.0,0,15.85,1
GoldenGrain,cereal,marketplace,125.39,77.83,47.56,37.93,7,53,56,media,9,Me identifico con esta marca,1,83.0,1,0.8,0
ChocoBoom,cereal,retail,93.94,52.16,41.78,44.48,8,74,66,baja,8,Excelente relación calidad-precio,1,76.0,1,7.23,0
CornCrisp,cereal,marketplace,79.89,56.68,23.21,29.05,7,77,37,alta,6,Es un cereal promedio,0,47.0,0,12.44,1
FitMorning,cereal,marketplace,98.15,51.22,46.93,47.81,9,53,70,media,8,Me encanta el sabor y la textura,1,76.0,1,-3.81,0
ChocoBoom,cereal,retail,93.18,58.75,34.43,36.95,8,78,76,media,8,Me encanta el sabor y la textura,1,76.0,1,16.54,1
FitMorning,cereal,retail,137.99,67.5,70.49,51.08,7,67,68,alta,7,Nada extraordinario,0,54.0,0,14.15,1
CornCrisp,cereal,retail,73.21,33.15,40.06,54.72,8,81,26,alta,3,Se me hizo caro,-1,11.0,0,-0.68,0
ChocoBoom,cereal,marketplace,78.8,51.91,26.89,34.12,7,74,58,media,6,Podría mejorar,0,47.0,0,14.35,1
FitMorning,cereal,retail,140.53,68.87,71.66,50.99,7,63,51,media,5,Nada extraordinario,0,40.0,0,5.33,0
CornCrisp,cereal,retail,97.39,46.86,50.53,51.88,9,76,68,alta,8,Se siente de buena calidad,1,76.0,1,12.81,1
KidsStar,cereal,marketplace,110.39,67.35,43.04,38.99,5,89,70,alta,7,"Está bien, cumple",0,54.0,0,20.3,1
CerealNova,cereal,retail,75.89,40.16,35.73,47.08,8,73,50,baja,9,Me identifico con esta marca,1,83.0,1,16.02,1
ChocoBoom,cereal,retail,71.38,42.67,28.71,40.22,3,69,60,media,7,Es un cereal promedio,0,54.0,0,44.79,1
FitMorning,cereal,retail,134.04,79.09,54.95,41.0,7,42,65,baja,5,Nada extraordinario,0,40.0,0,-9.36,0
KidsStar,cereal,marketplace,92.47,60.52,31.95,34.55,7,80,69,media,6,"Está bien, cumple",0,47.0,0,14.7,1
FiberPlus,cereal,retail,121.35,64.75,56.6,46.64,9,51,53,media,4,No lo volvería a comprar,-1,18.0,0,-19.13,0
GoldenGrain,cereal,retail,93.37,47.98,45.39,48.61,3,80,48,media,8,Me gusta mucho esta marca,1,76.0,1,33.12,1
CerealNova,cereal,retail,92.72,51.32,41.4,44.65,9,76,44,alta,6,Es un cereal promedio,0,47.0,0,7.05,0
CornCrisp,cereal,retail,76.53,42.56,33.97,44.39,8,74,53,media,8,Excelente relación calidad-precio,1,76.0,1,2.44,0
VitalMix,cereal,marketplace,90.66,59.55,31.11,34.32,8,78,70,media,9,Me encanta el sabor y la textura,1,83.0,1,14.17,1
VitalMix,cereal,marketplace,67.51,32.42,35.09,51.98,6,65,60,media,8,Me gusta mucho esta marca,1,76.0,1,27.58,1
ChocoBoom,cereal,retail,99.1,65.29,33.81,34.12,8,79,80,media,8,Me gusta mucho esta marca,1,76.0,1,21.19,1
FitMorning,cereal,retail,108.68,64.15,44.53,40.97,5,70,65,alta,6,Nada extraordinario,0,47.0,0,16.48,1
FiberPlus,cereal,retail,136.88,69.08,67.8,49.53,6,36,66,baja,5,Nada extraordinario,0,40.0,0,-7.18,0
ChocoBoom,cereal,marketplace,78.35,45.7,32.65,41.67,9,70,63,media,5,"Está bien, cumple",0,40.0,0,0.38,0
CornCrisp,cereal,retail,54.38,36.92,17.46,32.11,9,88,49,alta,6,Nada extraordinario,0,47.0,0,-3.24,0
CornCrisp,cereal,retail,81.23,43.08,38.15,46.97,6,59,64,media,7,Solo lo compraría en promoción,0,54.0,0,14.96,1
FiberPlus,cereal,marketplace,136.25,91.82,44.43,32.61,7,62,61,media,6,"Está bien, cumple",0,47.0,0,2.81,0
FiberPlus,cereal,retail,102.24,59.47,42.77,41.83,8,69,71,media,8,Excelente relación calidad-precio,1,76.0,1,9.53,0
CerealNova,cereal,retail,81.96,53.98,27.98,34.14,5,76,45,alta,7,Solo lo compraría en promoción,0,54.0,0,17.05,1
CrunchMax,cereal,retail,114.73,65.41,49.32,42.99,6,68,69,media,6,Solo lo compraría en promoción,0,47.0,0,23.77,1
FitMorning,cereal,marketplace,143.24,99.39,43.85,30.61,6,60,57,media,7,Solo lo compraría en promoción,0,54.0,0,3.16,0
HoneyOats,cereal,retail,73.38,33.7,39.68,54.07,6,79,45,alta,5,Podría mejorar,0,40.0,0,15.83,1
GoldenGrain,cereal,retail,122.11,68.05,54.06,44.27,3,49,43,baja,5,Solo lo compraría en promoción,0,40.0,0,7.43,0
KidsStar,cereal,retail,85.03,42.18,42.85,50.39,6,78,73,media,7,Podría mejorar,0,54.0,0,21.23,1
CerealNova,cereal,retail,44.25,27.47,16.78,37.92,7,76,57,media,8,Se siente de buena calidad,1,76.0,1,14.45,1
FitMorning,cereal,retail,85.41,55.92,29.49,34.53,5,64,63,baja,6,Podría mejorar,0,47.0,0,14.31,1
KidsStar,cereal,retail,52.59,32.96,19.63,37.33,10,83,50,media,6,"Está bien, cumple",0,47.0,0,-7.94,0
GoldenGrain,cereal,marketplace,101.21,57.12,44.09,43.56,7,58,51,media,6,Podría mejorar,0,47.0,0,7.35,0
KidsStar,cereal,retail,75.46,40.6,34.86,46.2,6,70,65,media,6,"Está bien, cumple",0,47.0,0,12.82,1
ChocoBoom,cereal,marketplace,107.77,53.49,54.28,50.37,4,80,64,alta,7,"Está bien, cumple",0,54.0,0,33.54,1
KidsStar,cereal,retail,77.84,50.05,27.79,35.7,10,76,46,media,6,Es un cereal promedio,0,47.0,0,-12.35,0
KidsStar,cereal,marketplace,77.99,37.81,40.18,51.52,6,69,55,media,7,"Está bien, cumple",0,54.0,0,9.08,0
GoldenGrain,cereal,retail,80.88,55.31,25.57,31.61,6,72,53,media,6,Nada extraordinario,0,47.0,0,4.17,0
FitMorning,cereal,retail,141.01,68.33,72.68,51.54,10,61,69,media,7,"Está bien, cumple",0,54.0,0,-20.23,0
GoldenGrain,cereal,retail,103.64,70.08,33.56,32.38,7,63,55,media,7,Nada extraordinario,0,54.0,0,16.71,1
CrunchMax,cereal,retail,80.68,54.56,26.12,32.37,7,59,61,media,5,Solo lo compraría en promoción,0,40.0,0,2.23,0
GoldenGrain,cereal,retail,146.76,100.74,46.02,31.36,7,53,41,baja,4,No conecté con la marca,-1,18.0,0,-15.12,0
GoldenGrain,cereal,retail,88.27,61.28,26.99,30.58,7,66,76,media,8,Excelente relación calidad-precio,1,76.0,1,17.33,1
VitalMix,cereal,marketplace,122.42,62.32,60.1,49.09,7,38,71,baja,7,Podría mejorar,0,54.0,0,-7.47,0
GoldenGrain,cereal,retail,70.55,43.73,26.82,38.02,5,81,45,media,6,Nada extraordinario,0,47.0,0,22.23,1
CerealNova,cereal,marketplace,63.86,32.6,31.26,48.95,5,80,48,alta,5,Podría mejorar,0,40.0,0,27.76,1
CerealNova,cereal,marketplace,73.87,43.33,30.54,41.34,8,76,67,baja,5,Podría mejorar,0,40.0,0,-0.51,0
CerealNova,cereal,retail,72.65,32.92,39.73,54.69,4,74,50,alta,6,Podría mejorar,0,47.0,0,42.6,1
HoneyOats,cereal,retail,117.43,66.24,51.19,43.59,7,66,41,media,6,"Está bien, cumple",0,47.0,0,2.52,0
CerealNova,cereal,retail,77.0,45.95,31.05,40.32,6,74,59,media,7,Solo lo compraría en promoción,0,54.0,0,7.61,0
ChocoBoom,cereal,retail,79.76,54.24,25.52,32.0,9,89,63,media,6,"Está bien, cumple",0,47.0,0,11.19,1
ChocoBoom,cereal,marketplace,95.02,59.09,35.93,37.81,8,70,59,media,8,Me encanta el sabor y la textura,1,76.0,1,5.28,0
VitalMix,cereal,retail,96.31,55.2,41.11,42.69,6,74,63,media,6,Solo lo compraría en promoción,0,47.0,0,16.78,1
VitalMix,cereal,retail,111.69,52.16,59.53,53.3,6,67,86,media,8,Me identifico con esta marca,1,76.0,1,28.47,1
GoldenGrain,cereal,retail,127.4,59.75,67.65,53.1,7,66,29,alta,3,Se me hizo caro,-1,11.0,0,2.81,0
FiberPlus,cereal,retail,113.92,75.37,38.55,33.84,8,62,60,alta,6,Solo lo compraría en promoción,0,47.0,0,4.84,0
FiberPlus,cereal,marketplace,115.7,70.66,45.04,38.93,10,79,64,alta,7,Es un cereal promedio,0,54.0,0,-4.87,0
KidsStar,cereal,retail,103.7,55.64,48.06,46.35,6,79,68,alta,9,Me identifico con esta marca,1,83.0,1,23.63,1
VitalMix,cereal,retail,123.23,68.53,54.7,44.39,6,77,77,media,6,Podría mejorar,0,47.0,0,3.57,0
KidsStar,cereal,retail,87.93,55.06,32.87,37.38,8,62,78,baja,7,Solo lo compraría en promoción,0,54.0,0,7.08,0
VitalMix,cereal,marketplace,111.63,70.24,41.39,37.08,6,60,55,media,9,Me identifico con esta marca,1,83.0,1,9.75,0
FitMorning,cereal,marketplace,127.74,75.81,51.93,40.65,8,61,60,alta,4,No lo volvería a comprar,-1,18.0,0,-6.36,0
CornCrisp,cereal,marketplace,74.85,40.66,34.19,45.68,7,75,78,alta,7,Podría mejorar,0,54.0,0,22.68,1
FiberPlus,cereal,retail,103.41,65.18,38.23,36.97,9,73,92,baja,6,"Está bien, cumple",0,47.0,0,-10.83,0
CornCrisp,cereal,retail,50.73,27.25,23.48,46.28,9,80,42,media,7,Podría mejorar,0,54.0,0,-0.55,0
ChocoBoom,cereal,marketplace,73.48,43.48,30.0,40.83,10,86,62,media,8,Me gusta mucho esta marca,1,76.0,1,-2.43,0
HoneyOats,cereal,retail,59.49,39.63,19.86,33.38,8,85,61,alta,8,Me identifico con esta marca,1,76.0,1,18.59,1
FiberPlus,cereal,marketplace,107.08,66.02,41.06,38.35,9,68,50,baja,5,Solo lo compraría en promoción,0,40.0,0,-29.33,0
CornCrisp,cereal,retail,70.41,43.33,27.08,38.46,7,89,46,media,7,"Está bien, cumple",0,54.0,0,10.63,0
CrunchMax,cereal,retail,57.68,38.93,18.75,32.51,7,75,61,media,7,Es un cereal promedio,0,54.0,0,6.35,0
CerealNova,cereal,marketplace,98.33,65.15,33.18,33.74,4,82,45,alta,4,No conecté con la marca,-1,18.0,0,22.21,1
FiberPlus,cereal,marketplace,97.56,69.76,27.8,28.5,5,78,73,media,7,Es un cereal promedio,0,54.0,0,24.96,1
GoldenGrain,cereal,marketplace,92.2,65.96,26.24,28.46,5,67,53,media,5,Solo lo compraría en promoción,0,40.0,0,17.44,1
KidsStar,cereal,retail,85.2,49.82,35.38,41.53,6,77,87,alta,9,Me gusta mucho esta marca,1,83.0,1,29.03,1
KidsStar,cereal,marketplace,100.98,51.56,49.42,48.94,8,74,52,media,8,Excelente relación calidad-precio,1,76.0,1,13.13,1
ChocoBoom,cereal,retail,103.78,66.37,37.41,36.05,10,67,67,media,7,Solo lo compraría en promoción,0,54.0,0,-15.49,0
CerealNova,cereal,retail,63.04,31.07,31.97,50.71,6,83,51,media,6,Solo lo compraría en promoción,0,47.0,0,13.44,1
KidsStar,cereal,retail,72.74,43.78,28.96,39.81,4,95,88,media,7,Solo lo compraría en promoción,0,54.0,0,33.28,1
VitalMix,cereal,marketplace,99.05,47.73,51.32,51.81,7,66,71,media,5,"Está bien, cumple",0,40.0,0,11.4,1
FitMorning,cereal,retail,129.23,78.52,50.71,39.24,3,44,48,media,8,Se siente de buena calidad,1,76.0,1,26.6,1
ChocoBoom,cereal,marketplace,141.24,80.77,60.47,42.81,5,63,65,media,6,"Está bien, cumple",0,47.0,0,5.76,0
FitMorning,cereal,marketplace,117.01,70.69,46.32,39.59,9,66,61,media,7,Es un cereal promedio,0,54.0,0,-10.44,0
GoldenGrain,cereal,retail,80.3,39.38,40.92,50.96,7,63,47,media,5,Solo lo compraría en promoción,0,40.0,0,7.02,0
CornCrisp,cereal,retail,53.78,32.11,21.67,40.29,7,76,53,alta,5,Podría mejorar,0,40.0,0,18.6,1
HoneyOats,cereal,retail,78.08,44.87,33.21,42.53,6,85,52,media,6,Podría mejorar,0,47.0,0,23.25,1
FitMorning,cereal,retail,133.55,60.45,73.1,54.74,10,77,72,alta,5,Nada extraordinario,0,40.0,0,-10.04,0
HoneyOats,cereal,marketplace,66.28,35.36,30.92,46.65,4,89,55,media,5,"Está bien, cumple",0,40.0,0,23.35,1
FiberPlus,cereal,marketplace,129.75,84.53,45.22,34.85,8,65,69,media,8,Me gusta mucho esta marca,1,76.0,1,12.37,1
KidsStar,cereal,marketplace,98.49,71.45,27.04,27.45,7,90,60,media,6,Podría mejorar,0,47.0,0,15.8,1
GoldenGrain,cereal,retail,129.84,81.47,48.37,37.25,7,66,68,media,9,Me identifico con esta marca,1,83.0,1,9.23,0
VitalMix,cereal,retail,111.69,61.79,49.9,44.68,4,53,56,media,4,Se me hizo caro,-1,18.0,0,18.18,1
CornCrisp,cereal,retail,81.46,53.37,28.09,34.48,8,73,57,alta,8,Me gusta mucho esta marca,1,76.0,1,6.29,0
ChocoBoom,cereal,marketplace,79.45,45.53,33.92,42.69,7,86,71,baja,6,Nada extraordinario,0,47.0,0,17.69,1
ChocoBoom,cereal,marketplace,73.99,42.56,31.43,42.48,8,80,50,media,7,"Está bien, cumple",0,54.0,0,10.28,0
FiberPlus,cereal,retail,127.42,57.38,70.04,54.97,6,51,51,baja,5,Es un cereal promedio,0,40.0,0,-1.46,0
CrunchMax,cereal,retail,67.1,33.57,33.53,49.97,9,80,39,media,6,Solo lo compraría en promoción,0,47.0,0,1.08,0
CornCrisp,cereal,marketplace,64.25,31.19,33.06,51.46,8,94,56,alta,5,Solo lo compraría en promoción,0,40.0,0,10.86,1
FitMorning,cereal,retail,101.39,64.1,37.29,36.78,6,54,61,media,7,Podría mejorar,0,54.0,0,5.01,0
CerealNova,cereal,retail,104.67,56.38,48.29,46.14,10,71,60,media,4,No me gustó el sabor,-1,18.0,0,-12.06,0
GoldenGrain,cereal,retail,135.11,76.69,58.42,43.24,8,66,66,alta,6,Podría mejorar,0,47.0,0,-0.38,0
ChocoBoom,cereal,retail,60.72,40.21,20.51,33.78,5,67,49,media,6,Solo lo compraría en promoción,0,47.0,0,17.65,1
ChocoBoom,cereal,marketplace,64.71,44.08,20.63,31.88,6,85,88,media,8,Se siente de buena calidad,1,76.0,1,27.54,1
KidsStar,cereal,retail,61.05,29.21,31.84,52.15,8,88,50,media,7,Nada extraordinario,0,54.0,0,8.86,0
VitalMix,cereal,retail,129.52,88.51,41.01,31.66,7,47,87,baja,7,Nada extraordinario,0,54.0,0,-5.04,0
FiberPlus,cereal,marketplace,110.04,73.78,36.26,32.95,9,79,56,media,6,Podría mejorar,0,47.0,0,-7.63,0
GoldenGrain,cereal,marketplace,111.95,79.25,32.7,29.21,7,65,49,media,6,Es un cereal promedio,0,47.0,0,2.42,0
GoldenGrain,cereal,retail,114.63,78.77,35.86,31.28,6,48,60,baja,5,Nada extraordinario,0,40.0,0,8.3,0
KidsStar,cereal,retail,90.41,46.69,43.72,48.36,5,77,73,media,5,"Está bien, cumple",0,40.0,0,31.31,1
CerealNova,cereal,marketplace,69.23,48.21,21.02,30.36,5,77,50,baja,6,Solo lo compraría en promoción,0,47.0,0,29.49,1
VitalMix,cereal,retail,124.72,83.56,41.16,33.0,6,71,81,alta,6,"Está bien, cumple",0,47.0,0,17.34,1
CornCrisp,cereal,marketplace,78.76,41.63,37.13,47.14,7,83,51,alta,6,Nada extraordinario,0,47.0,0,17.34,1
ChocoBoom,cereal,marketplace,98.46,62.8,35.66,36.22,7,88,49,media,6,Es un cereal promedio,0,47.0,0,17.08,1
FiberPlus,cereal,retail,153.59,71.54,82.05,53.42,7,54,74,alta,5,Solo lo compraría en promoción,0,40.0,0,4.69,0
GoldenGrain,cereal,marketplace,99.59,71.76,27.83,27.94,6,82,75,alta,6,"Está bien, cumple",0,47.0,0,20.63,1
HoneyOats,cereal,retail,55.92,34.25,21.67,38.75,8,95,56,alta,7,Nada extraordinario,0,54.0,0,19.99,1
GoldenGrain,cereal,retail,100.69,56.75,43.94,43.64,7,60,38,media,4,Se me hizo caro,-1,18.0,0,-17.03,0
FitMorning,cereal,retail,88.34,49.71,38.63,43.73,8,67,61,baja,8,Se siente de buena calidad,1,76.0,1,5.06,0
ChocoBoom,cereal,marketplace,63.52,38.38,25.14,39.58,7,87,76,alta,10,Me identifico con esta marca,1,90.0,1,22.25,1
CornCrisp,cereal,retail,61.1,42.65,18.45,30.2,7,70,64,media,7,Podría mejorar,0,54.0,0,6.82,0
CrunchMax,cereal,marketplace,73.21,48.51,24.7,33.74,6,85,36,media,5,Nada extraordinario,0,40.0,0,11.3,1
GoldenGrain,cereal,retail,153.04,106.85,46.19,30.18,8,43,48,alta,7,Nada extraordinario,0,54.0,0,-10.01,0
CrunchMax,cereal,marketplace,87.13,56.08,31.05,35.64,3,76,52,media,7,Podría mejorar,0,54.0,0,38.31,1
CerealNova,cereal,marketplace,126.52,67.78,58.74,46.43,7,68,63,media,6,Podría mejorar,0,47.0,0,6.59,0
HoneyOats,cereal,retail,55.75,32.04,23.71,42.53,7,61,35,media,6,Es un cereal promedio,0,47.0,0,0.35,0
KidsStar,cereal,marketplace,84.91,54.31,30.6,36.04,9,58,52,baja,7,Es un cereal promedio,0,54.0,0,-11.25,0
CerealNova,cereal,retail,69.2,44.66,24.54,35.46,8,83,32,alta,6,Es un cereal promedio,0,47.0,0,5.48,0
CerealNova,cereal,marketplace,75.64,36.42,39.22,51.85,7,88,49,alta,7,Es un cereal promedio,0,54.0,0,10.76,1
GoldenGrain,cereal,retail,106.52,63.95,42.57,39.96,6,72,65,media,7,"Está bien, cumple",0,54.0,0,15.9,1
HoneyOats,cereal,marketplace,107.19,74.02,33.17,30.95,6,77,64,alta,5,Podría mejorar,0,40.0,0,6.69,0
KidsStar,cereal,retail,53.48,35.01,18.47,34.54,10,84,56,alta,8,Se siente de buena calidad,1,76.0,1,10.01,0
CerealNova,cereal,marketplace,36.94,20.8,16.14,43.69,7,83,47,media,6,Podría mejorar,0,47.0,0,21.08,1
FiberPlus,cereal,retail,114.1,62.64,51.46,45.1,4,61,88,media,6,Solo lo compraría en promoción,0,47.0,0,23.38,1
FiberPlus,cereal,marketplace,105.42,60.74,44.68,42.38,7,65,64,media,8,Se siente de buena calidad,1,76.0,1,6.39,0
ChocoBoom,cereal,marketplace,35.0,20.28,14.72,42.06,7,87,73,alta,9,Me encanta el sabor y la textura,1,83.0,1,28.64,1
CornCrisp,cereal,retail,46.15,30.5,15.65,33.91,4,84,20,baja,6,Nada extraordinario,0,47.0,0,29.33,1
VitalMix,cereal,retail,81.85,49.98,31.87,38.94,8,78,59,media,5,"Está bien, cumple",0,40.0,0,-4.55,0
HoneyOats,cereal,retail,90.99,56.72,34.27,37.66,10,67,42,media,3,No lo volvería a comprar,-1,11.0,0,-31.28,0
CerealNova,cereal,retail,88.54,46.03,42.51,48.01,6,70,55,baja,8,Me encanta el sabor y la textura,1,76.0,1,15.05,1
KidsStar,cereal,retail,36.46,17.81,18.65,51.15,9,85,45,baja,6,"Está bien, cumple",0,47.0,0,-2.2,0
CrunchMax,cereal,marketplace,92.89,64.68,28.21,30.37,5,51,60,baja,6,"Está bien, cumple",0,47.0,0,-1.59,0
ChocoBoom,cereal,marketplace,117.22,56.92,60.3,51.44,6,81,69,media,6,Podría mejorar,0,47.0,0,31.73,1
CrunchMax,cereal,retail,76.44,42.57,33.87,44.31,10,76,61,alta,7,Es un cereal promedio,0,54.0,0,5.44,0
CornCrisp,cereal,marketplace,100.91,68.94,31.97,31.68,6,66,68,media,4,No me convence el producto,-1,18.0,0,8.31,0
ChocoBoom,cereal,retail,82.67,44.21,38.46,46.52,7,80,48,media,7,Nada extraordinario,0,54.0,0,19.02,1
KidsStar,cereal,retail,114.32,58.7,55.62,48.65,6,81,55,alta,6,Podría mejorar,0,47.0,0,20.4,1
GoldenGrain,cereal,retail,84.4,51.29,33.11,39.23,6,84,67,alta,6,Solo lo compraría en promoción,0,47.0,0,14.87,1
FiberPlus,cereal,marketplace,105.0,58.8,46.2,44.0,5,84,63,media,6,Es un cereal promedio,0,47.0,0,24.78,1
FitMorning,cereal,retail,130.63,81.69,48.94,37.46,4,53,57,baja,5,Podría mejorar,0,40.0,0,22.25,1
CerealNova,cereal,marketplace,73.35,50.32,23.03,31.4,6,86,53,alta,7,Podría mejorar,0,54.0,0,20.32,1
HoneyOats,cereal,marketplace,84.81,46.5,38.31,45.17,9,68,76,alta,7,Es un cereal promedio,0,54.0,0,-0.13,0
GoldenGrain,cereal,marketplace,122.64,70.3,52.34,42.68,6,68,69,alta,8,Excelente relación calidad-precio,1,76.0,1,18.2,1
CornCrisp,cereal,retail,91.56,56.42,35.14,38.38,8,54,55,media,8,Me gusta mucho esta marca,1,76.0,1,-1.37,0
VitalMix,cereal,marketplace,121.5,60.32,61.18,50.35,6,73,63,alta,8,Me encanta el sabor y la textura,1,76.0,1,26.79,1
HoneyOats,cereal,retail,69.44,37.15,32.29,46.5,7,75,51,media,7,Es un cereal promedio,0,54.0,0,11.62,1
CerealNova,cereal,marketplace,100.32,57.77,42.55,42.41,6,65,74,media,7,Podría mejorar,0,54.0,0,16.96,1
ChocoBoom,cereal,retail,73.59,34.69,38.9,52.86,9,65,66,media,7,Nada extraordinario,0,54.0,0,-2.67,0
